Bauartnummer;Bauartname;Spielname;Datum;Zulassungsinhaber;Fehler;TR-Version;ZL-Daten
2590;BW3096;;17.11.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2592;SDM602;;21.11.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2593;ADP 1318;;24.11.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2594;JVH0012;;25.11.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2595;ADM291;;28.11.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2596;ADP 1325;;01.12.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2599;ADP 1332;MAGIE ELITE STAR;06.12.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2601;ADP 1368;;07.12.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2604;JVH2007;;14.12.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2605;ADM501;;15.12.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2608;ADP 1375;MAGIE ELITE STAR;23.12.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2609;ADP 1426;;11.01.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2610;SDM125;;11.01.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2611;ADP 1389;MAGIE ;13.01.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2613;BW3085;;16.01.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2615;SDM126;;20.01.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2616;ADP 1447;;24.01.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2617;ADP 1440;;24.01.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2618;IMP109;;25.01.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2619;ADP 1367;;25.01.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2621;ISO109;;27.01.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2622;MAGIC CLASSIC DSL;;27.01.2012;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2623;BW3086;;30.01.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2624;MAGIC CLASSIC SL;;03.02.2012;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2625;BW3097;;06.02.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2626;ADP 1417;;07.02.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2628;BW3098;;09.02.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2629;ADP 1410;;10.02.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2630;MAGIC CLASSIC WM;;15.02.2012;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2631;BW3101;;16.02.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2632;ETG-IK79;;16.02.2012;Eurotronic Gaming UG, 71636 Ludwigsburg, Deutschland;false;TR 4.1;
2634;BW3108;;21.02.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2636;BW3105;;27.02.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2639;ADP 1135;;29.02.2012;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2641;BW3109;;02.03.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2643;IMP111;;06.03.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2644;JVH2008;;06.03.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2645;ISO111;;12.03.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2646;ADP 1423;;12.03.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2648;ADP 1416;;19.03.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2649;ADP 1409;;23.03.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2651;PSMTEC0010;;05.04.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2653;ADP 1430;;13.04.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2655;ADP 1388;;17.04.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2656;ADP 1395;;20.04.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2657;ADP 1698;;24.04.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2658;ADP 1374;;25.04.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2660;ADP 1437;;27.04.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2663;JVH0014;;07.05.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2666;ADP 1402;;09.05.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2667;ADP 1381;;10.05.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2668;JVH2009;;10.05.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2670;ADP 1691;;14.05.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2671;PSMTEC0011;;15.05.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2672;PSMTEC0012;;16.05.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2673;ADP 1705;;21.05.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2674;ADP 1128;;24.05.2012;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2676;ADP 1466;;06.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2677;PSMTEC0013;;08.06.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2678;ADP 1473;;12.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2679;ADP 1438;;12.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2680;PSMTEC0014;;13.06.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2682;PLAY 1006;;14.06.2012;Playmont Flip-Inn Spielautomaten Service- und Handels GmbH, 34117 Kassel, Deutschland;false;TR 4.1;
2683;ADP 1445;;14.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2685;ADP 1431;;15.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2686;BW3121;;15.06.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2688;ADP 1424;;19.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2689;ADP 1740;;21.06.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2690;PSMTEC0015;;21.06.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2691;ADP 1480;;26.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2692;ADP 1487;;27.06.2012;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2693;ADP 1712;;28.06.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2694;BW3127;;02.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2695;BW3132;;03.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2696;BW3133;;06.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2697;BW3131;;12.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2698;BW3128;;12.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2699;ADP 1454;;19.07.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2701;BW3129;;23.07.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2703;ADM160A;;27.07.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2704;ADM170A;;01.08.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2706;ADP 1468;;15.08.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2707;ADP 1475;;16.08.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2709;ADM260A;;22.08.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2711;IMP118;;04.09.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2712;JVH2012;;05.09.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2713;ADM270A;;05.09.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2714;SDM901;;11.09.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2715;AI0001;;19.09.2012;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2716;JVH2010;;04.10.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2717;ISO118;;08.10.2012;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2721;ADP 1754;;09.10.2012;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2722;BW3099;;11.10.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2724;JVH0017;;11.10.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2725;ADP 1170;;12.10.2012;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 4.1;
2726;JVH2011;;12.10.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2727;AI0002;;12.10.2012;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2728;JVH2014;;16.10.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2729;SDM604;;18.10.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2730;JVH0015;;22.10.2012;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2731;BW3100;;22.10.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2732;PSMTEC0016;;25.10.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2733;SDM603;;05.11.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2735;ADP 1461;;09.11.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2736;APEXDE PST 01;;09.11.2012;APEX gaming technology GmbH, 4232 Hagenberg, Österreich;false;TR 4.1;
2737;SDM951;;12.11.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2738;PSMTEC0017;;12.11.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2739;APEXDE PWM 01;;14.11.2012;APEX gaming technology GmbH, 4232 Hagenberg, Österreich;false;TR 4.1;
2741;APEXDE DSL 01;;15.11.2012;APEX gaming technology GmbH, 4232 Hagenberg, Österreich;false;TR 4.1;
2742;PSMTEC0018;;19.11.2012;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2743;BW3135;;19.11.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2746;SDM128;;03.12.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2747;ADM513;;03.12.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2748;ARI 1201;;05.12.2012;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;false;TR 4.1;
2749;SDM127;;06.12.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2751;BW3111;;10.12.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2752;ADM514;;10.12.2012;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2753;BW3141;;10.12.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2754;BW3144;;18.12.2012;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2755;ADP 1451;;19.12.2012;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2756;APEXDE P22 02;;19.12.2012;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2758;ADP 1482;;20.12.2012;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2761;BW3143;;14.01.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2762;IMP124;;14.01.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2763;APEXDE PST 02;;15.01.2013;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2764;APEXDE DSL 02;;16.01.2013;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2765;BW3145;;17.01.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2766;ISO124;;18.01.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2767;APEXDE PWM 02;;22.01.2013;APEX Germany GmbH, 85661 Forstinning, Deutschland;false;TR 4.1;
2768;BW3146;;28.01.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2769;BW3150;;05.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2770;BW3148;;05.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2771;BW3147;;11.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2772;BW3152;;11.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2773;ADM401A;;11.02.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2774;BW3153;;11.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2775;ADM291A;;19.02.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2776;BW3151;;19.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2777;SDM129;;20.02.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2778;ADM320;;21.02.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2779;ADM330;;25.02.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2780;ARI 1202;;25.02.2013;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;false;TR 4.1;
2781;ADP 1761;;27.02.2013;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2782;BW3149;;27.02.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2783;ADP 1444;;04.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2784;SDM130;;04.03.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2786;ADP 1458;;07.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2787;ADP 1472;;08.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2788;ADM300;;11.03.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2789;AI0003;;11.03.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2791;ADP 1500;;13.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2792;ADP 1479;;20.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2795;ADP 1465;;22.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2796;PSMTEC0019;;22.03.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2797;JVH0018;;25.03.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2798;ETG-UR84;;25.03.2013;Eurotronic Games UG, 71636 Ludwigsburg, Deutschland;false;TR 4.1;
2799;BW3136;;26.03.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2800;ADM310;;26.03.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2802;ETG-MS70;;27.03.2013;Eurotronic Games UG, 71636 Ludwigsburg, Deutschland;false;TR 4.1;
2803;ADP 1486;;28.03.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2804;ADP 1493;;03.04.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2805;ADP 1507;;05.04.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2806;ADP 1496;;08.04.2013;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2809;BW3156;;15.04.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2810;BW3157;;16.04.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2811;AI0005;;22.04.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2812;BW3158;;23.04.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2813;PSMTEC0022;;23.04.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2814;ADP 1494;;29.04.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2815;JVH2015;;02.05.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2817;PSMTEC0023;;02.05.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2818;PSMTEC0021;;07.05.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2819;ADP 1508;;14.05.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2820;ADM700B;;14.05.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2821;ADP 1522;;16.05.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2822;ADP 1515;;22.05.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2823;AI0007;;24.05.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2824;JVH2016;;27.05.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2825;ADM350;;30.05.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2826;BW3165;;30.05.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2827;BW3164;;30.05.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2828;AI0008;;04.06.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2829;JVH2017;;07.06.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2830;BW3166;;10.06.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2831;ADP 1529;;10.06.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2832;JVH0019;;12.06.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2833;ADP 1543;;18.06.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2834;ADP 1550;;18.06.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2835;ADP 1501;;21.06.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2836;ADP 1536;;21.06.2013;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2837;BW3167;;25.06.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2840;AI0006;;26.06.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2841;BW3170;;26.06.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2842;BW3171;;02.07.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2843;BW3168;;02.07.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2844;AI0009;;04.07.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2846;BW3169;;11.07.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2852;ISO132;;22.07.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2854;IMP132;;24.07.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2855;ETG-B4C2;;25.07.2013;Eurotronic Games UG, 71636 Ludwigsburg, Deutschland;false;TR 4.1;
2856;ADP 1514;;13.08.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2857;ADP 1556;;13.08.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2859;ADP 1219;;20.08.2013;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2863;ADP 1142;;27.08.2013;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2864;BW3172;;29.08.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2865;BW3175;;02.09.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2866;ADP 1177;ROULETTE;08.10.2013;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2868;BW3176;;09.10.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2869;ADP 1824;;11.10.2013;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2870;ADM1100;;14.10.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2871;ADP 1535;;14.10.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2872;BW3177;;15.10.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2873;BW3173;;15.10.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2874;BW3174;;15.10.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2875;PSMTEC0025;;16.10.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2876;ADM1130;;21.10.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2877;IMP133;;21.10.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2878;ISO133;;21.10.2013;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2879;BW3180;;22.10.2013;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2881;PSMTEC0024;;29.10.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2882;AI0010;;30.10.2013;Amatic Industries GmbH, 4845 Rutzenmoos, Österreich;false;TR 4.1;
2883;ADM1200;;04.11.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2884;PSMTEC0026;;04.11.2013;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2885;ADM2110;;07.11.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2886;JVH2018;;11.11.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2887;JVH2019;;13.11.2013;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2888;ADP 1542;;18.11.2013;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2889;ADM2200;;19.11.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2890;ADP 1510;;21.11.2013;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2891;ADM1110;;28.11.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2892;ADP 1817;;03.12.2013;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2893;ADM2210;;19.12.2013;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
